common_name,month,pounds_caught,year,sci_name,commonname,classcode
grass rockfish,august,2114,2009,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,august,0,2009,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,august,986,2009,sebastes miniatus,vermilion rockfish,smin
pacific sardine,august,629,2009,sardinops sagax,Pacific sardine,ssag
california scorpionfish,august,0,2009,scorpaena guttata,California scorpionfish,sgut
california sheephead,august,2346,2009,semicossyphus pulcher,California sheephead,spul
black surfperch,august,0,2009,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,august,0,2009,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,august,0,2009,rhacochilus toxotes,rubberlip seaperch,rtox
kelp greenling,september,0,2009,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,september,0,2009,medialuna californiensis,halfmoon,mcal
lingcod,september,109,2009,ophiodon elongatus,lingcod,oelo
opaleye,september,0,2009,girella nigricans,opaleye,gnig
bat ray,september,0,2009,myliobatis californica,batray,bray
black-and-yellow rockfish,september,162,2009,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,september,7,2009,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,september,200,2009,sebastes paucispinis,bocaccio,spau
brown rockfish,september,40,2009,sebastes auriculatus,brown rockfish,saur
copper rockfish,september,583,2009,sebastes caurinus,copper rockfish,scau
gopher rockfish,september,358,2009,sebastes carnatus,gopher rockfish,scar
grass rockfish,september,855,2009,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,september,170,2009,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,september,1233,2009,sebastes miniatus,vermilion rockfish,smin
pacific sardine,september,35601,2009,sardinops sagax,Pacific sardine,ssag
california scorpionfish,september,0,2009,scorpaena guttata,California scorpionfish,sgut
california sheephead,september,3594,2009,semicossyphus pulcher,California sheephead,spul
black surfperch,september,0,2009,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,september,0,2009,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,september,0,2009,rhacochilus toxotes,rubberlip seaperch,rtox
kelp greenling,october,0,2009,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,october,8,2009,medialuna californiensis,halfmoon,mcal
lingcod,october,53,2009,ophiodon elongatus,lingcod,oelo
opaleye,october,3,2009,girella nigricans,opaleye,gnig
bat ray,october,0,2009,myliobatis californica,batray,bray
black-and-yellow rockfish,october,0,2009,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,october,0,2009,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,october,141,2009,sebastes paucispinis,bocaccio,spau
brown rockfish,october,4,2009,sebastes auriculatus,brown rockfish,saur
copper rockfish,october,15,2009,sebastes caurinus,copper rockfish,scau
gopher rockfish,october,0,2009,sebastes carnatus,gopher rockfish,scar
grass rockfish,october,678,2009,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,october,11,2009,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,october,682,2009,sebastes miniatus,vermilion rockfish,smin
pacific sardine,october,72290,2009,sardinops sagax,Pacific sardine,ssag
california scorpionfish,october,17,2009,scorpaena guttata,California scorpionfish,sgut
california sheephead,october,525,2009,semicossyphus pulcher,California sheephead,spul
black surfperch,october,3,2009,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,october,10,2009,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,october,20,2009,rhacochilus toxotes,rubberlip seaperch,rtox
kelp greenling,november,0,2009,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,november,0,2009,medialuna californiensis,halfmoon,mcal
lingcod,november,84,2009,ophiodon elongatus,lingcod,oelo
opaleye,november,0,2009,girella nigricans,opaleye,gnig
bat ray,november,230,2009,myliobatis californica,batray,bray
black-and-yellow rockfish,november,0,2009,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,november,0,2009,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,november,135,2009,sebastes paucispinis,bocaccio,spau
brown rockfish,november,0,2009,sebastes auriculatus,brown rockfish,saur
copper rockfish,november,50,2009,sebastes caurinus,copper rockfish,scau
gopher rockfish,november,46,2009,sebastes carnatus,gopher rockfish,scar
grass rockfish,november,2028,2009,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,november,8,2009,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,november,250,2009,sebastes miniatus,vermilion rockfish,smin
pacific sardine,november,67583,2009,sardinops sagax,Pacific sardine,ssag
california scorpionfish,november,11,2009,scorpaena guttata,California scorpionfish,sgut
california sheephead,november,3327,2009,semicossyphus pulcher,California sheephead,spul
black surfperch,november,0,2009,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,november,2,2009,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,november,85,2009,rhacochilus toxotes,rubberlip seaperch,rtox
kelp greenling,december,0,2009,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,december,0,2009,medialuna californiensis,halfmoon,mcal
lingcod,december,0,2009,ophiodon elongatus,lingcod,oelo
opaleye,december,0,2009,girella nigricans,opaleye,gnig
bat ray,december,347,2009,myliobatis californica,batray,bray
black-and-yellow rockfish,december,0,2009,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,december,35,2009,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,december,97,2009,sebastes paucispinis,bocaccio,spau
brown rockfish,december,77,2009,sebastes auriculatus,brown rockfish,saur
copper rockfish,december,848,2009,sebastes caurinus,copper rockfish,scau
gopher rockfish,december,204,2009,sebastes carnatus,gopher rockfish,scar
grass rockfish,december,123,2009,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,december,2,2009,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,december,983,2009,sebastes miniatus,vermilion rockfish,smin
pacific sardine,december,12229,2009,sardinops sagax,Pacific sardine,ssag
california scorpionfish,december,14,2009,scorpaena guttata,California scorpionfish,sgut
california sheephead,december,1179,2009,semicossyphus pulcher,California sheephead,spul
black surfperch,december,0,2009,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,december,0,2009,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,december,0,2009,rhacochilus toxotes,rubberlip seaperch,rtox
kelp greenling,january,0,2010,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,january,23,2010,medialuna californiensis,halfmoon,mcal
lingcod,january,0,2010,ophiodon elongatus,lingcod,oelo
opaleye,january,11,2010,girella nigricans,opaleye,gnig
bat ray,january,0,2010,myliobatis californica,batray,bray
black-and-yellow rockfish,january,14,2010,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,january,4,2010,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,january,125,2010,sebastes paucispinis,bocaccio,spau
brown rockfish,january,4,2010,sebastes auriculatus,brown rockfish,saur
copper rockfish,january,602,2010,sebastes caurinus,copper rockfish,scau
gopher rockfish,january,101,2010,sebastes carnatus,gopher rockfish,scar
grass rockfish,january,725,2010,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,january,31,2010,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,january,1471,2010,sebastes miniatus,vermilion rockfish,smin
pacific sardine,january,755,2010,sardinops sagax,Pacific sardine,ssag
california scorpionfish,january,18,2010,scorpaena guttata,California scorpionfish,sgut
california sheephead,january,1861,2010,semicossyphus pulcher,California sheephead,spul
black surfperch,january,0,2010,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,january,0,2010,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,january,11,2010,rhacochilus toxotes,rubberlip seaperch,rtox
shiner surfperch,january,0,2010,cymatogaster aggregata,shiner perch,cagg
kelp greenling,february,0,2010,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,february,6,2010,medialuna californiensis,halfmoon,mcal
lingcod,february,0,2010,ophiodon elongatus,lingcod,oelo
opaleye,february,0,2010,girella nigricans,opaleye,gnig
bat ray,february,0,2010,myliobatis californica,batray,bray
black-and-yellow rockfish,february,17,2010,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,february,0,2010,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,february,193,2010,sebastes paucispinis,bocaccio,spau
brown rockfish,february,0,2010,sebastes auriculatus,brown rockfish,saur
copper rockfish,february,85,2010,sebastes caurinus,copper rockfish,scau
gopher rockfish,february,73,2010,sebastes carnatus,gopher rockfish,scar
grass rockfish,february,918,2010,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,february,10,2010,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,february,1065,2010,sebastes miniatus,vermilion rockfish,smin
pacific sardine,february,1,2010,sardinops sagax,Pacific sardine,ssag
california scorpionfish,february,0,2010,scorpaena guttata,California scorpionfish,sgut
california sheephead,february,4214,2010,semicossyphus pulcher,California sheephead,spul
black surfperch,february,9,2010,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,february,0,2010,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,february,5,2010,rhacochilus toxotes,rubberlip seaperch,rtox
shiner surfperch,february,0,2010,cymatogaster aggregata,shiner perch,cagg
kelp greenling,march,0,2010,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,march,2,2010,medialuna californiensis,halfmoon,mcal
lingcod,march,0,2010,ophiodon elongatus,lingcod,oelo
opaleye,march,0,2010,girella nigricans,opaleye,gnig
bat ray,march,0,2010,myliobatis californica,batray,bray
black-and-yellow rockfish,march,0,2010,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,march,0,2010,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,march,21,2010,sebastes paucispinis,bocaccio,spau
brown rockfish,march,0,2010,sebastes auriculatus,brown rockfish,saur
copper rockfish,march,0,2010,sebastes caurinus,copper rockfish,scau
gopher rockfish,march,0,2010,sebastes carnatus,gopher rockfish,scar
grass rockfish,march,0,2010,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,march,0,2010,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,march,248,2010,sebastes miniatus,vermilion rockfish,smin
pacific sardine,march,28606,2010,sardinops sagax,Pacific sardine,ssag
california scorpionfish,march,1,2010,scorpaena guttata,California scorpionfish,sgut
california sheephead,march,0,2010,semicossyphus pulcher,California sheephead,spul
black surfperch,march,0,2010,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,march,0,2010,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,march,0,2010,rhacochilus toxotes,rubberlip seaperch,rtox
shiner surfperch,march,0,2010,cymatogaster aggregata,shiner perch,cagg
kelp greenling,april,0,2010,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,april,0,2010,medialuna californiensis,halfmoon,mcal
lingcod,april,0,2010,ophiodon elongatus,lingcod,oelo
opaleye,april,0,2010,girella nigricans,opaleye,gnig
bat ray,april,0,2010,myliobatis californica,batray,bray
black-and-yellow rockfish,april,0,2010,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,april,0,2010,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,april,0,2010,sebastes paucispinis,bocaccio,spau
brown rockfish,april,0,2010,sebastes auriculatus,brown rockfish,saur
copper rockfish,april,0,2010,sebastes caurinus,copper rockfish,scau
gopher rockfish,april,0,2010,sebastes carnatus,gopher rockfish,scar
grass rockfish,april,0,2010,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,april,0,2010,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,april,0,2010,sebastes miniatus,vermilion rockfish,smin
pacific sardine,april,34529,2010,sardinops sagax,Pacific sardine,ssag
california scorpionfish,april,0,2010,scorpaena guttata,California scorpionfish,sgut
california sheephead,april,101,2010,semicossyphus pulcher,California sheephead,spul
black surfperch,april,0,2010,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,april,0,2010,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,april,2,2010,rhacochilus toxotes,rubberlip seaperch,rtox
shiner surfperch,april,0,2010,cymatogaster aggregata,shiner perch,cagg
kelp greenling,may,3,2010,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,may,0,2010,medialuna californiensis,halfmoon,mcal
lingcod,may,894,2010,ophiodon elongatus,lingcod,oelo
opaleye,may,0,2010,girella nigricans,opaleye,gnig
bat ray,may,0,2010,myliobatis californica,batray,bray
black-and-yellow rockfish,may,44,2010,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,may,0,2010,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,may,73,2010,sebastes paucispinis,bocaccio,spau
brown rockfish,may,12,2010,sebastes auriculatus,brown rockfish,saur
copper rockfish,may,930,2010,sebastes caurinus,copper rockfish,scau
gopher rockfish,may,139,2010,sebastes carnatus,gopher rockfish,scar
grass rockfish,may,2177,2010,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,may,65,2010,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,may,945,2010,sebastes miniatus,vermilion rockfish,smin
pacific sardine,may,36536,2010,sardinops sagax,Pacific sardine,ssag
california scorpionfish,may,3,2010,scorpaena guttata,California scorpionfish,sgut
california sheephead,may,2852,2010,semicossyphus pulcher,California sheephead,spul
black surfperch,may,1,2010,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,may,1,2010,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,may,0,2010,rhacochilus toxotes,rubberlip seaperch,rtox
shiner surfperch,may,0,2010,cymatogaster aggregata,shiner perch,cagg
kelp greenling,june,0,2010,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,june,0,2010,medialuna californiensis,halfmoon,mcal
lingcod,june,114,2010,ophiodon elongatus,lingcod,oelo
opaleye,june,9,2010,girella nigricans,opaleye,gnig
bat ray,june,0,2010,myliobatis californica,batray,bray
black-and-yellow rockfish,june,8,2010,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,june,0,2010,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,june,198,2010,sebastes paucispinis,bocaccio,spau
brown rockfish,june,11,2010,sebastes auriculatus,brown rockfish,saur
copper rockfish,june,92,2010,sebastes caurinus,copper rockfish,scau
gopher rockfish,june,0,2010,sebastes carnatus,gopher rockfish,scar
grass rockfish,june,966,2010,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,june,25,2010,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,june,1149,2010,sebastes miniatus,vermilion rockfish,smin
pacific sardine,june,69686,2010,sardinops sagax,Pacific sardine,ssag
california scorpionfish,june,36,2010,scorpaena guttata,California scorpionfish,sgut
california sheephead,june,3217,2010,semicossyphus pulcher,California sheephead,spul
black surfperch,june,6,2010,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,june,0,2010,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,june,0,2010,rhacochilus toxotes,rubberlip seaperch,rtox
shiner surfperch,june,0,2010,cymatogaster aggregata,shiner perch,cagg
kelp greenling,july,0,2010,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,july,0,2010,medialuna californiensis,halfmoon,mcal
lingcod,july,452,2010,ophiodon elongatus,lingcod,oelo
opaleye,july,0,2010,girella nigricans,opaleye,gnig
bat ray,july,0,2010,myliobatis californica,batray,bray
black-and-yellow rockfish,july,3,2010,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,july,46,2010,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,july,98,2010,sebastes paucispinis,bocaccio,spau
brown rockfish,july,0,2010,sebastes auriculatus,brown rockfish,saur
copper rockfish,july,609,2010,sebastes caurinus,copper rockfish,scau
gopher rockfish,july,609,2010,sebastes carnatus,gopher rockfish,scar
grass rockfish,july,2624,2010,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,july,16,2010,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,july,1118,2010,sebastes miniatus,vermilion rockfish,smin
pacific sardine,july,776519,2010,sardinops sagax,Pacific sardine,ssag
california scorpionfish,july,26,2010,scorpaena guttata,California scorpionfish,sgut
california sheephead,july,5e3,2010,semicossyphus pulcher,California sheephead,spul
black surfperch,july,0,2010,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,july,0,2010,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,july,0,2010,rhacochilus toxotes,rubberlip seaperch,rtox
shiner surfperch,july,0,2010,cymatogaster aggregata,shiner perch,cagg
kelp greenling,august,0,2010,hexagrammos decagrammus,kelp greenling,hdec
